uid,username,followers,post,comments,created at,hasZhuYilong
7002592582,迷茫又无力,280,‼️勿捞，此帖不回‼️ #朱一龙重启之极海听雷# 🌟#朱一龙吴邪# 🌟 7月16日爱奇艺优酷播出，全员科班，实景搭设，良心特效，三叔编剧，快来一起听雷吧！ 期待丨朱一龙丨先生的吴邪。@朱一龙  http://t.cn/A6yo6xKv ​​​,1,2小时前,是
5235509672,E米如是,36,#朱一龙重启之极海听雷# [并不简单]#重启之极海听雷#  到12集，已经有3段主要的回忆 已知 雷公，南海王和公主的传说和事实有矛盾，公主和船都在墓里 二叔回忆的第一次考古下墓，陈文锦和齐晋的表现，和三叔说的有矛盾 求解 阿婆关于哑巴村历史的描述，什么地方有问题。  个人觉得，作为神女的阿婆能这 ​,0,2小时前,是
5833539791,金抒林201601,231,#张起灵救吴邪##朱一龙重启之极海听雷##朱一龙吴邪# 生死之交铁三角，义气真心是吴邪，看看吴邪为了救丧背儿，差点死在地宫里，张起灵立刻和胖子展开营救，他们都真心护着吴邪，吴邪也和他三叔一样，对每个入墓的人负责 朱一龙@朱一龙 ​,0,2小时前,是
5147325032,夜寒轩一,341,#重启之极海听雷[超话]# 来，胖子和小哥相继复明，只有吴邪还是瞎的，他一下子如释重负。 但他就因此等待躺赢么？完全没有，他立刻开始了新的探索——这才是吴邪，无论沦落何等境地，都会在第一时间立定心神，找到自己该做的事，并毫不犹疑地做下去。在幻境中以为胖子死了，对小哥说“我们带他回家”时 ​,0,2小时前,否
6368792288,在拢龙的睫毛上荡秋千,86,#朱一龙重启之极海听雷# [带着微博去旅行]#朱一龙吴邪#  『朱一龙』喜欢你眉眼间的温柔，嘴角的微笑，喜欢你的温柔坚韧，喜欢你的纯情生动，喜欢全世界都知道你的好@朱一龙 ​,2,2小时前,是
7101747039,朱小帅每一天都帅,96,#朱一龙重启之极海听雷# [憧憬]#重启之极海听雷# [憧憬]#朱一龙盗墓笔记重启#[憧憬] #盗墓笔记重启 朱一龙#[憧憬]#朱一龙吴邪#  我眼中有一道彩虹，那是你永不褪色的笑容;我心中有一份情，那是对你刻骨铭心的眷恋。朱一龙，未来可期@朱一龙 ​,6,3小时前,是
7101747039,朱小帅每一天都帅,96,#朱一龙重启之极海听雷# [憧憬]#重启之极海听雷# [憧憬]#朱一龙盗墓笔记重启#[憧憬] #盗墓笔记重启 朱一龙#[憧憬]#朱一龙吴邪#  要你惊鸿，要你把笔弄墨，要你成早春的颜色，把星光都包括，把烟火都盖过。朱一龙@朱一龙 ​,6,3小时前,是
3085171131,風文淵,212,#朱一龙吴邪# [作揖]#朱一龙重启之极海听雷# 今晚繼續看重啟，和朱ㄧ龙的小三爺一起大膽的往前走吧！@朱一龙 ​,0,3小时前,是
6034874076,丛小玉666,168,[羞嗒嗒]#吴邪大战皮俑#[羞嗒嗒] #铁三角大战皮俑##朱一龙重启之极海听雷# 🌟#重启之极海听雷# 🌟#朱一龙吴邪#   （积分互捞）  朱一龙吴邪 @朱一龙 没想到小三爷自己逃跑就算了，还带了个朋友上来？[笑cry]想要魂穿女皮俑了～http://t.cn/A6y1gzdu ​​​,21,3小时前,是
1822142421,THATCARINA橙小呆,6646,#吴邪大战皮俑##朱一龙吴邪#  所以？吴邪那么快没过几集就要吐血是因为？？？喝酒伤肺？  朱一龙吴邪重启之极海听雷 @朱一龙 ​,5,10小时前,是
6511579144,明明很爱你Meng,1084,#朱一龙重启之极海听雷# ✨ #朱一龙吴邪# ✨ #朱一龙2020爱你不停# ✨ #朱一龙演技#   想念汇成风，初夏寒意消融，你专注的身影，也无声息落入我心中。  朱一龙| 拨云见日 许你云上看景 我们在云外看你    @朱一龙 ​,0,3小时前,是
6589384850,XJH_钰,191,#重启之极海听雷[超话]#感谢龙哥和这么多优秀的演职人员给我们呈现出这么好的重启，这么好的铁三角，这么好的吴邪[心]#铁三角# 最最最牛 ​,0,3小时前,否
7032032351,郭郭郭XYALL,66,#朱一龙重启之极海听雷# 🌟#重启之极海听雷# 🌟#朱一龙吴邪# 🌟#朱一龙2020爱你不停# 🌟#朱一龙2020并肩前行# “不管出什么事情，你们都会在我身边。现在剩下来的路，我要自己一个人走”  朱一龙这个台词真是太要我命啦[抓狂][抓狂]@朱一龙 ​,0,3小时前,是
1779336253,双双-麻辣火锅,400,#朱一龙吴邪# ⚡️#朱一龙重启之极海听雷#⚡️#重启之极海听雷# 小三爷·吴邪遇到智能机器人·胖子后，终于了解了人生的意义！（朱一龙@朱一龙）  (重启朱一龙/重启吴邪) [亲亲][亲亲][亲亲] http://t.cn/A6yWKDfM ​​​,0,3小时前,是
6246540092,谷雨爱橘,387,#朱一龙[超话]##朱一龙吴邪#  ⚡#朱一龙重启之极海听雷# ⚡#重启# ⚡#吴邪大战皮俑# 惊雷炸响，万物复苏，等待铁三角的将是一场怎样的惊险之旅？期待重启，期待朱一龙吴邪@朱一龙 ​​​,1,3小时前,是
1803426057,饮水机左护法,1186,#铁三角大战皮俑##吴邪大战皮俑##朱一龙打戏##朱一龙吴邪##朱一龙重启之极海听雷# 昨晚朱一龙大战人皮俑的好戏都看了吗？没看快去看呀在第11集，特别有丧尸围城的感觉，朱一龙吴邪大战人皮俑特别精彩，朱一龙的打戏也超级棒[羞嗒嗒]@朱一龙 ​,6,3小时前,是
6494096624,划船焉用桨,181,#铁三角大战皮俑#看看我的小宝贝儿，吴邪胖爷冲啊！！铁三角冲啊，皮佣小姐姐支楞在床头有点可怕啊#朱一龙重启之极海听雷# [憧憬][憧憬][憧憬]#朱一龙吴邪# ​,0,3小时前,是
6707316192,橘小花One,36651,#吴邪大战皮俑# [求关注]#朱一龙吴邪# 这一段也很感动啊😭 之前铁三角的采访里就有提到： 小哥说吴邪是“铁三角的精神领袖” 胖爷说吴邪是“一个邪性的人”  在这一段剧情里，大家被怪物追着走投无路只能往上跑时，吴邪想让胖爷先走，胖爷想让吴邪先上，僵持了一会儿，最后胖爷还是没能拗得过吴邪， ​,17,10小时前,是
1822213147,糖份控银时,98,#朱一龙重启之极海听雷#虽然单位给配的电脑老了点，但不妨碍追剧啊。我追星竟然的基本都知道。哈哈哈哈哈哈哈哈哈哈哈哈哈哈 ​,0,3小时前,是
6183821481,影视8点档,305408,【朱一龙X毛晓彤 #重启#】  这样都能认出来，不枉千年等待！ 其实人皮佣小姐姐看久了还蛮可爱的嘿嘿嘿 http://t.cn/A6yBYsFe ​,0,3小时前,是
6290256477,魔都八卦中心,43407,#张起灵救吴邪# 重启之极海听雷 这周的瓶邪依旧好嗑！吴邪救刘丧掉下去了，张起灵直接冲下去救他 http://t.cn/RJ2IpDz http://t.cn/A6yB7mQx ​,9,13小时前,否
6215855599,漫妖物,660424,《重启之极海听雷》终于开播，铁三角重聚了，#黄俊捷演的张起灵#感觉还蛮不错的，把张起灵颜值打在公屏上锁死，出场也挺燃的#张起灵打戏# 尤其是麒麟纹身和腹肌让人面红心跳，真人比海报好看系列 @余诗柒   #星闻速递##星闻前线# ​,0,3小时前,否
1850199655,傻冰深爱着弹吉他的Keito,679,#重启之极海听雷#被这个表情可爱到了！乖巧无邪[doge][doge][doge] http://t.cn/A6yBYuTb ​,0,3小时前,否
6294144531,朱一龙后援网控组,237326,#朱一龙吴邪# [作揖]#朱一龙重启之极海听雷#  实时上升rs 包包们带上rs话题在超话内发帖，视频美图都可，视频优先，rs话题见评论，多扩散！原创发起来，热度搞上去[作揖] ​,30,12小时前,是
6294144531,朱一龙后援网控组,237326,#朱一龙吴邪# [作揖]#朱一龙重启之极海听雷#  实时上升rs 包包们带上rs话题在超话内发帖，视频美图都可，视频优先，rs话题见评论，多扩散！原创发起来，热度搞上去[作揖] ​,30,12小时前,是
5566589831,IT民工丫丫酱,1126,#重启之极海听雷# 第11集前半部分大战人皮俑那段好刺激啊，那个配乐，那个大场面，感觉像在看末日类电影，不过后面真是看了个寂寞，搞不懂为什么不把东南亚那条线单独剪出来两集一定要穿插在主线中，明显不是一个风格，跳来跳去好容易出戏，好在这周两条线终于汇合了，12集我看睡着了，跟我朋友吐槽， ​,0,3小时前,否
7308788948,柒小陌18,66,#朱一龙吴邪# ✨ #无价之邪# ✨ #重启之极海听雷#      守护我们的无价之邪！  #朱一龙重启之极海听雷# 朱一龙吴邪@朱一龙  2020夏 http://t.cn/A6ymR9UI ​,5,3小时前,是
6391866259,长耳朵的钳钳呀,125,#朱一龙重启之极海听雷#[拳头] #朱一龙吴邪#  ┃朱一龙┃ 早上好！醒来脑子里就回荡着：  🎶我的 脚步 脊梁 都挺在这里     用爱 劈开 黑暗 像一道曙光🎶  @朱一龙 ​,0,3小时前,是
6782966653,爱吃零食的嘉宜,31,#朱一龙重启之极海听雷# [音乐]#朱一龙吴邪# [音乐]#重启之极海听雷#[音乐] #吴邪大战皮俑#  吴邪大战皮俑场面超刺激，吴邪超帅[憧憬]期待今天晚上与朱一龙饰演的吴邪继续惊险刺激的冒险旅程@朱一龙 ​,55,3小时前,是
1881817870,落·涟漪Lone,244811,#张起灵救吴邪# 🙉#吴邪大战皮俑##朱一龙细节##朱一龙重启之极海听雷#   我的关注点在………灵魂女主的出现，有点唯美🙉🙉 这个镜头真的有点好看！ 吴邪，你说你为啥要带着小姐姐，我有点[酸][酸]  朱一龙吴邪@朱一龙 ​,16,13小时前,是
2278374910,小小玥芽児,414,#重启之极海听雷# ⚡#朱一龙重启之极海听雷# ⚡#朱一龙吴邪# 早上好呀，朱一龙吴邪 昨天和你一起听二叔讲真真假假的故事 今晚一起把故事挺完，然后去东南亚放松下吧[偷笑]@朱一龙 ​,3,3小时前,是
5510396672,橘子是巍一水果,93,"#朱一龙重启之极海听雷##朱一龙吴邪#  不如坚强 昂~昂~昂~  早,今天是更新的日子[偷笑] http://t.cn/A6yBYJ4L ​",0,3小时前,是
7371418537,爱如泡沫的小笼包,154,#朱一龙吴邪# ⚡#朱一龙重启之极海听雷#  我不怕死，只是离别太痛苦！  我只要你们记得有我这个朋友！  看朱一龙如何走入吴邪！  @朱一龙 http://t.cn/A6yBYIbF ​,0,3小时前,是
3884338756,皮皮的龙猫酱,174,哇咔咔，10分钟搞定了本周重点工作安排。各老总也是相当配合。心情超nice，一想到晚上有朱一龙重启之极海听雷的更新，心情就更nice了[哈哈][哈哈][哈哈]。一想到你呀就让我快乐💃🏼💃🏼💃🏼  顺便吐槽一下自己每次都会把极海听雷说成极雷听 海哈哈哈哈哈哈哈哈，然后我还要脑内再唱一段“ ​,0,3小时前,是
2095328467,南境,171167,#朱一龙重启之极海听雷# [胖红生气]#朱一龙吴邪#   做三屏的时候忘记关声音了 bgm好糙 放一个不糙的横屏在这里  大狼狗和小lai狗 http://t.cn/A6yBqUKz ​,72,12小时前,是
3769932284,御南桃汐,1148,#朱一龙吴邪#  🍊#朱一龙重启之极海听雷# 🍊#重启之极海听雷# 🍊#朱一龙2020爱你不停#  『朱一龙』你是我冗长凉夜里的乍然惊喜，你是我颠沛流离里的唯枝可依。仍然记得那年窗前忽闪的烁，是你眼底的胜似星光。爱你朱一龙先生 谢却荼蘼，一片月明如水。篆香消，犹未睡，早鸦啼。 嫩寒无赖罗衣薄， ​,1,3小时前,是
5880632355,小朱的芝士胡萝卜,1392,#朱一龙重启之极海听雷# [飞镖黄跳舞] #朱一龙吴邪# [飞镖黄跳舞] #重启# [飞镖黄跳舞] #重启之极海听雷# 春风得意化清雪，卌年犹是三十。芝兰总辞不世出，眉目疏朗永无邪。朱一龙吴邪@朱一龙 ​,13,3小时前,是
6294144531,朱一龙后援网控组,237326,#朱一龙吴邪# [加油]#朱一龙重启之极海听雷#  rs处理 包包们带rs话题发帖，带视频或动图，结合剧情，玩梗适度，注意文案，专注自家角色。 ​,65,13小时前,是
5147325032,夜寒轩一,341,#重启之极海听雷[超话]# [微笑] #吴邪大战皮俑#重启第11集昨晚的打戏太牛！我反复观看了很多遍！再看看那些在《重启》里非常可的细节吧，火柴具象化设计、失明时喝水、差点烧到睫毛和被手电筒光晃眼睛都没眨，以及入幻觉之后炸裂的演技，可以看出拢龙为了吴邪这个角色投入了很多[抱抱] ​​​,0,3小时前,否
3810436082,白衬衫上的污点·,75,#朱一龙重启之极海听雷# 🍊 #重启之极海听雷# 🍊 #朱一龙吴邪# 🍊 #朱一龙盗墓笔记重启#  ‖积分贴互捞，回捞指路，纯粉不吞必回 [来]‖没有原因，也无法预测。这样的美，只要平静接受和面对，自然就可以发现它的魅力。这一切好像很平凡，却又无法复制。我好像看见时间流淌，而我也在随之前行。 ​,29,3小时前,是
6898723700,锦瑟201201,160,#朱一龙重启之极海听雷# ✨ #朱一龙吴邪# ✨ #吴邪大战皮俑# ✨ #朱一龙往下跳mv# ✨ 朱一龙  我对世界没有怨气，我自己不太喜欢抱怨，因为抱怨改变不了任何事情。 @朱一龙 ​ http://t.cn/Ry8wTqs ​,5,3小时前,是
1465000453,露卡maluka,177,#朱一龙重启之极海听雷# ⚡️ #朱一龙吴邪# ⚡️ #重启之极海听雷#   Q：你想成为一个怎样的演员？ A：我就希望自己能够尽量做好，专注在你本身做的这件事情，你的职业——演员这件事情本身上面。对于你的人物的负责任的这样一个态度，我觉得就是一个专业的演员。——朱一龙@朱一龙 ​,3,3小时前,是
6444391059,毛毛880416,234,#朱一龙吴邪# 💋#朱一龙重启之极海听雷# 💋#吴邪善良# 💋#吴邪大战皮俑#  今晚大战皮俑的戏太精彩了！这段看得我心都要从嗓子眼跳出来了！ 吴邪真的太善良了 心疼我们善良的小三爷[泪] @朱一龙 @朱一龙 @朱一龙  朱一龙重启，朱一龙吴邪，重启朱一龙吴邪 http://t.cn/A6y1BLvD ​​​,8,3小时前,是
6444391059,毛毛880416,234,#朱一龙吴邪# 💋#朱一龙重启之极海听雷# 💋#吴邪善良# 💋#吴邪大战皮俑#  今晚大战皮俑的戏太精彩了！这段看得我心都要从嗓子眼跳出来了！ 吴邪真的太善良了 心疼我们善良的小三爷[泪] @朱一龙 @朱一龙 @朱一龙  朱一龙重启，朱一龙吴邪，重启朱一龙吴邪 http://t.cn/A6y1BLvD ​​​,8,3小时前,是
1731986465,爱奇艺,17928642,#重启之极海听雷#一路至今，幻鬼神佛接连登场，而最可怕的永远都是人心，笑面老虎即将上线，他又带着什么秘密？[酷]天雷响起，何人能避宿命纠缠？重启精彩持续，记得今晚8点锁定@爱奇艺 哦～ ​,639,昨天 11:50,否
2169335171,queen-fang,206,看重启之极海听雷真是一件开心的事！发现我哥朱一龙演技更好了，动作戏干脆利落，文戏引人入胜。还最爱看吴邪跟王胖子两个人臭贫，朱朱跟陈明昊老师一定很合得来。 ​,0,3小时前,是
7371418537,爱如泡沫的小笼包,154,#朱一龙重启之极海听雷# [作揖]#朱一龙吴邪#   🍁 #重启之极海听雷#  重启征程，不改初心。 今晚跟随朱一龙 千年皮佣情，精彩杰伦！ 期待《盗墓笔记重启之极海听雷》  @朱一龙 ​,0,4小时前,是
5894635641,416号初代机,54352,#朱一龙重启之极海听雷#   吴邪在荡悠悠……荡悠悠…… ​,169,13小时前,是
5951219126,影视剧学长,3223015,#重启之极海听雷# 吴邪张起灵互相点头这个细节处理得好好呀[泪] ​,109,12小时前,否
1642904381,优酷,24724211,#重启之极海听雷#【听雷小剧场】继续！壁咚、公主抱、同床共枕……吴邪@朱一龙 和皮俑小姐姐“浪漫”故事正在上演！姐姐的“甜美”一笑，小三爷你还好吗[笑cry]##重启官宣加更#重启酷爆了# http://t.cn/A6y13eqI ​,1884,15小时前,是
5734247970,热剧星追踪,6806249,女人皮俑是哑巴公主吗？[笑cry]#重启之极海听雷# ​,186,13小时前,否
2632436451,一只战斗森,41607,我想问个有点呆但是困扰了我很久的问题，就是为什么人皮俑的脸上手上会有那种缝合的痕迹啊。如果是扒皮的话，不都是后脑勺有头发的地方开刀，然后缝合线一般留在不那么明显的地方。动物标本制作的时候都没有那么多缝合伤口，何况是人皮俑，应该做功更加精细才对。感觉南海王找的扒皮师傅刀功不是太好啊 ​,65,12小时前,否
6346441490,爱卡aika2017,5952,#盗墓笔记重启# #重启之极海听雷# 今天这两集的弹幕好多梗笑死哈哈哈哈哈哈哈哈哈哈哈哈哈 ​,9,12小时前,否
6785704922,小龙人的耳钉,169,#重启之极海听雷# [憧憬]#朱一龙吴邪# 朱一龙吴邪喊你一起往下跳，蹦沙卡拉卡，据说#吴邪善良#， 坟头上蹦个迪 @朱一龙[good]#重启之极海听雷#   http://t.cn/A6yBTJrc ​,2,3小时前,是
1952455682,韓某某Harika,443,#重启之极海听雷# 看到第十一集 无邪被救上来 躺在床上休息 二叔为啥把皮佣放在人家床头，难道不吓人吗？ 还有三叔到底咋回事，年轻时候属狗鼻子的吗？闻出来哪里有这些神奇怪力的事？不是搞个海底墓就是找地方听雷，搞事情就完了 ​,0,3小时前,否
7279110729,梦一怀空气,134,#朱一龙重启之极海听雷# 🌟#重启之极海听雷# 🌟#朱一龙吴邪# 🌟 朱一龙，你如一滴墨，晕染我整个人生，在那个出其不意的时间里，抵达我心，引狂风骤雨。 @朱一龙 ​,0,3小时前,是
7002592582,迷茫又无力,280,#朱一龙重启之极海听雷# 🌟#朱一龙吴邪# 朱一龙丨先生纯情又生动、细腻又磅礴，未來可期。朱一龙丨先生渊渟岳峙，静水流深。朱一龙丨先生君子貌、少年心、有骨有相。@朱一龙 我在#微博剧集榜#追剧打卡，我今天也有追重启之极海听雷哦，今天你追剧了吗？ http://t.cn/A6yBluim ​,0,3小时前,是
7002592582,迷茫又无力,280,#朱一龙重启之极海听雷# 🌟#朱一龙吴邪# 🌟#朱一龙演技# 🌟#朱一龙未來可期# 🌟 朱一龙丨先生纯情又生动、细腻又磅礴，未來可期。朱一龙丨先生汉唐典雅，盛世气韵 。渊渟岳峙，静水流深。朱一龙丨先生君子貌、少年心、有骨有相。@朱一龙 ​,0,3小时前,是
2773993772,coolpotter,431,#朱一龙代言可口可乐# [心]#畅爽好喝 让此刻更带劲#  今天地铁停的位置好呀，大大的朱一龙！@朱一龙  新的一天开始啦，晚上8点，和重启不见不散！ #朱一龙重启之极海听雷# 。#朱一龙吴邪# ​,1,3小时前,是
2750220507,昭宇yellowcat,232275,#朱一龙吴邪# ⚡ 朱一龙⚡ #朱一龙重启之极海听雷# ⚡ 朱一龙⚡ #朱一龙听雷# 小可怜在水里坐了一个礼拜了[可怜]终于可以出来啦~~今天更新哦+朱一龙活粉的小尾巴 @朱一龙 ​,642,昨天 05:36,是
3196001382,灯理_IN雷加利亚车底,181,#重启之极海听雷#  稻米：我们读了十年原作，单人同人文产量高达几十万字，为了不把人物写ooc扣了无数细节，做的分析够出一本盗学家论文合集。  编剧：笑死，我网络言情看得多，剧本我来写。对了，ooc是什么意思？ ​,0,12小时前,否
6540542173,夜空中浩瀚星辰,11731,#朱一龙吴邪# 🌟#朱一龙重启之极海听雷# 🌟 #重启之极海听雷# 🌟#朱一龙2020并肩前行#   朱一龙｜吴邪 他不惜上雪山下湖底只为揭开谜底， 他学会了不顾生死但求斗垮汪家， 跌跌撞撞兜兜转转， 他还是那个希望所有人都好的吴邪。 期待朱一龙 重启“极海听雷“！ @朱一龙  http://t.cn/A6waOKzZ ​,1,3小时前,是
1926565783,白日梦大赛一等奖凉笙,36900,#朱一龙吴邪#[太阳] #朱一龙重启之极海听雷# [太阳] #重启之极海听雷# 看不清人心明暗 真假 用余生来寻一个 解答 归零后重启天地 肃杀 再十年风雨 也不畏路寡 朱一龙领衔主演的重启之极海听雷正在爱奇艺优酷热播~ @朱一龙  0723-1 ​,0,3小时前,是
2553620257,酸甜喵喵fa,524,#重启之极海听雷# 笑死啦，吴邪给黑瞎子传授恋爱知识，一个敢教，一个敢学，吴邪虽然有好多姑娘稀罕他，但他依然是个没谈过恋爱，一心只有家人和铁三角的单身狗[哈哈][哈哈][哈哈] http://t.cn/A6yBpVXG ​,0,5小时前,否
2245400605,岚没味,15825,#朱一龙重启之极海听雷#⚡️#朱一龙吴邪#  重启｜E06       “我的直觉告诉我，这个磁带里有很重要的信息，所以我必须要把它修好。”   朱一龙@朱一龙 ​,14,22小时前,是
6072690839,影视综艺君,5167659,#重启之极海听雷# 里的哑女性格一向很直接，一开始看黑眼镜不顺眼就怼不停，后来了解之后也不绕弯子主动跟对黑眼镜示好希望做朋友，有啥说啥的性格真的蛮圈粉。不过黑眼镜拒绝的更是直接嘎嘣脆哈哈哈哈哈，连朋友都没得做，可惜pljj了。。 ​,595,13小时前,否
3240940182,Zyl_朱一龙星云之境,2123,#朱一龙重启之极海听雷# ⚡ #重启之极海听雷# ⚡ #朱一龙吴邪#  朱一龙 你是我的天空，时晴时雨，你是我的风景，山水相依，你是我的梦境  梦中有你，你是我的动力，让我进取@朱一龙       ​​​ 图片来自：@玉婷别讲 http://t.cn/R2Wx89p ​,1,5小时前,是
6143226562,娱乐三爷,351202,终于等到#重启之极海听雷开播# 了，铁三角重聚，#黑眼镜上线# 开大，单挑对手一个团，#陈楚河打戏# 帅炸了。盗铜耳、赴缅甸，最强任务地图解锁器就是他了   @余诗柒   #星闻速递##星闻前线#  http://t.cn/A6yBN0Lp ​,0,5小时前,否
5734247970,热剧星追踪,6806249,#重启之极海听雷# 小哥出场花絮[给你小心心] 演员们真的都很拼[good] 工作人员还在穿羽绒服的情况下，小哥雨戏赤膊埋在土里，后面冻的直哆嗦 真的，重启值得！重启每一位演员都值得[good] http://t.cn/A6yBGhB9 ​,175,12小时前,否
2955128491,两两专刷小甜心,166,#朱一龙[超话]# [笑而不语]#朱一龙重启之极海听雷# 既然抱不到朱一龙，啥时候给抱抱皮俑小姐姐，听说很轻很轻，说不定我可以[害羞] ​,0,5小时前,是
2757681961,朱一龙银河系,1351,#朱一龙重启之极海听雷# ⚡ #重启之极海听雷# ⚡ #朱一龙吴邪#  朱一龙 愿你 云上看景 愿你 岁月无虞 愿你 余生欢喜 而我 静默守望  于愿足矣@朱一龙 http://t.cn/R2Wx89p ​,5,5小时前,是
1790942835,錦衣夜行焱十一,5439485,请叫我截图王者谢谢 大战皮俑这段老刺激了！！！！！！！！！不管环境多么黑暗，小邪的眼睛亮的好像有星星一样！！！！#朱一龙细节#！#吴邪大战皮俑#！#朱一龙重启之极海听雷# ​,160,14小时前,是
6047689642,居小橘甜甜哒,241,#朱一龙重启之极海听雷# ㊗️#朱一龙吴邪# ㊗️#重启之极海听雷# 从不谙世事的清新脱俗小郎君，成长为独当一面的吴家小三爷，吴邪和他的伙伴们一次次追寻线索、破解迷局 、探索真相。  朱一龙吴邪@朱一龙 ​,6,5小时前,是
6346441490,爱卡aika2017,5952,#盗墓笔记重启# #重启之极海听雷# 今天这两集的弹幕好多梗笑死哈哈哈哈哈哈哈哈哈哈哈哈哈 ​,9,12小时前,否
1817445571,不吃菜XBS,348654,壁咚、同床、扛着走！解释不清了真的[抓狂] #重启之极海听雷# http://t.cn/A6y1ggve ​,92,14小时前,否
6420899869,爱豆的那些事儿,698816,#张起灵救吴邪# #新版盗墓笔记# 啊啊啊啊!终于终于，我嗑的cp有主线发现了，《重启之极海听雷》瓶邪，你注定是我的心头血，真的太太太爱这对儿了呜呜呜!   http://t.cn/A6yBpEx7 ​,0,5小时前,否
1642592432,新浪电视,12138365,#电视势力榜# 第140期出炉！新剧《二十不惑》登顶话题榜；《重启之极海听雷》开播称霸阅读/短视频双榜；《小娘惹》收官领衔收视榜；《三十而已》开播入榜，《爱我就别想太多》《怪你过分美丽》顺利收官；主创榜@关晓彤 @朱一龙 @秦昊 分摘前三甲，秦岚/吴磊/任嘉伦/毛晓彤/江疏影/李沁/肖燕 榜上有名！ ​,188,12小时前,是
6420901206,电影需求社,750469,#张起灵救吴邪# #新版盗墓笔记# 《重启之极海听雷》，啊啊啊啊!我没了我没了，今天的我过年了!“瓶邪”CP这波糖磕定了！我真的好爱嗑他俩呜呜呜!快撒糖吧求求了!   http://t.cn/A6ylDyU6 ​,0,5小时前,否
6421122529,搞笑就服你,704422,#张起灵救吴邪# #新版盗墓笔记# 《重启之极海听雷》|瓶邪：没什么，奶奶，你嗑的cp今天互动增加准备发糖啦！哈哈哈哈!我龙哥的演技是越来越好了，这次的小哥也不错!   http://t.cn/A6yBpEMz ​,0,5小时前,否
6421121220,娱乐圈小分队,755078,#张起灵救吴邪# #新版盗墓笔记# 《重启之极海听雷》啊啊啊啊!我嗑的cp终于要发糖了么？真的太太太爱嗑这对儿啦！“瓶邪CP”入股不亏！别问，问就是兄弟情!   http://t.cn/A6ylDyvf ​,1,5小时前,否
5672091533,猫小欠儿_BeS,7297,#朱一龙重启之极海听雷#  这一代的友情：铁三角 上一代的爱情：塑料方块 ​,47,14小时前,是
2245400605,岚没味,15825,#朱一龙重启之极海听雷#⚡️#朱一龙吴邪#  重启｜E06       “我的直觉告诉我，这个磁带里有很重要的信息，所以我必须要把它修好。”   朱一龙@朱一龙 ​,14,22小时前,是
1760304505,不萌萌猪猪球,17996,这什么落跑小可爱！  #朱一龙重启之极海听雷# ​,76,14小时前,是
3884338756,皮皮的龙猫酱,174,哇咔咔，10分钟搞定了本周重点工作安排。各老总也是相当配合。心情超nice，一想到晚上有朱一龙重启之极海听雷的更新，心情就更nice了[哈哈][哈哈][哈哈]。一想到你呀就让我快乐💃🏼💃🏼💃🏼  顺便吐槽一下自己每次都会把极海听雷说成极雷听 海哈哈哈哈哈哈哈哈，然后我还要脑内再唱一段“ ​,0,3小时前,是
3968499288,GentleWild20,78,#朱一龙重启之极海听雷##朱一龙吴邪#  对一个人物的吃透，看他演的是人还是戏，所以朱一龙的吴邪每一处都可以单独拿出来细品，因为他已经把吴邪心路历程，逻辑表演的清清楚楚@朱一龙  #朱一龙细节# 『如何评价朱一龙在《重启之极海听雷》中饰演的吴邪？ - 尘宴 的回答 - 知乎』http://t.cn/A6y8TgW5 ​,0,3小时前,是
2095328467,南境,171167,#朱一龙重启之极海听雷# [胖红生气]#朱一龙吴邪#   做三屏的时候忘记关声音了 bgm好糙 放一个不糙的横屏在这里  大狼狗和小lai狗 http://t.cn/A6yBqUKz ​,72,12小时前,是
2632436451,一只战斗森,41607,"哈哈哈哈哈哈哈哈哈哈Woc 哈哈哈哈哈哈哈最右#朱一龙重启之极海听雷# 👉//@IIII橘I郁郁IIIIII:我大半夜笑出鹅叫 //@吴邪背上的人皮俑:他姓齐,又都和朱一龙有关,由此可以推出,他是齐衡后代",4,10小时前,是
3769932284,御南桃汐,1148,#朱一龙吴邪#  🍊#朱一龙重启之极海听雷# 🍊#重启之极海听雷# 🍊#朱一龙2020爱你不停#  『朱一龙』你是我冗长凉夜里的乍然惊喜，你是我颠沛流离里的唯枝可依。仍然记得那年窗前忽闪的烁，是你眼底的胜似星光。爱你朱一龙先生 谢却荼蘼，一片月明如水。篆香消，犹未睡，早鸦啼。 嫩寒无赖罗衣薄， ​,1,3小时前,是
5880632355,小朱的芝士胡萝卜,1392,#朱一龙重启之极海听雷# [飞镖黄跳舞] #朱一龙吴邪# [飞镖黄跳舞] #重启# [飞镖黄跳舞] #重启之极海听雷# 春风得意化清雪，卌年犹是三十。芝兰总辞不世出，眉目疏朗永无邪。朱一龙吴邪@朱一龙 ​,13,3小时前,是
6294144531,朱一龙后援网控组,237326,#朱一龙吴邪# [加油]#朱一龙重启之极海听雷#  rs处理 包包们带rs话题发帖，带视频或动图，结合剧情，玩梗适度，注意文案，专注自家角色。 ​,65,13小时前,是
5147325032,夜寒轩一,341,#重启之极海听雷[超话]# [微笑] #吴邪大战皮俑#重启第11集昨晚的打戏太牛！我反复观看了很多遍！再看看那些在《重启》里非常可的细节吧，火柴具象化设计、失明时喝水、差点烧到睫毛和被手电筒光晃眼睛都没眨，以及入幻觉之后炸裂的演技，可以看出拢龙为了吴邪这个角色投入了很多[抱抱] ​​​,0,3小时前,否
